business_id,bar_nightlife_crowd,bar_vibes_live_music,brunch_breakfast,cafe_coffee_reading_terminal,casual_payment_ordering,chef_specials_platters,cocktail_bars_speakeasy,comfort_food_sandwiches,craft_beer_sports_bars,customer_service_quality,desserts_bakery,dinner_happy_hour,fine_dining_tasting_menu,food_trucks_trendy_spots,markets_grocery_shopping,outdoor_street_seating,overall_food_quality,philly_neighborhood_gems,quick_fresh_lunch,service_wait_time,small_plates_cocktails,spicy_asian_flavors,unique_quirky_dining,value_portion_size,venue_location_experience,business_name,address,categories,business_stars,review_count,is_open,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,dominant_topic,dominant_topic_score,topic_diversity,overall_sentiment,romantic_score,solo_work_score,family_score,group_celebration_score,hidden_gem_score
1GtznWHocNxSCunIKUzcmg,0.0172,0.0604,0.0204,0.0132,0.0215,0.0186,0.0243,0.0583,0.0581,0.0157,0.0169,0.0997,0.0231,0.0265,0.0163,0.0241,0.0496,0.116,0.044,0.2939,0.0199,0.0204,0.0203,0.0489,0.0358,Broad Street Bullies,1100 Pattison Ave,"Pubs, Nightlife, Bars, Food",2.5,64,1,,,,,,,,Craft Beer & Sports Bars,0.2939,6,0.567,0.0238,0.2164,0.2208,0.0326,0.0672
D8NEBGvh1DVHbyEs2cWVAQ,0.0245,0.029,0.0296,0.0186,0.022,0.0126,0.0179,0.047,0.0127,0.0373,0.0131,0.0725,0.0214,0.0284,0.0204,0.0224,0.0416,0.1143,0.038,0.3902,0.0115,0.0123,0.0218,0.0452,0.0257,McDonald's,5020 City Line Ave,"Fast Food, Coffee & Tea, Burgers, Restaurants, Food",1.5,57,1,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,Customer Service Quality,0.3902,3,-0.2764,0.0204,0.2158,0.2233,0.0235,0.0658
ko4GlJ-DPYKbGs4N2YkX4g,0.019,0.024,0.0102,0.0123,0.0157,0.0205,0.0284,0.0602,0.0168,0.0194,0.0164,0.0915,0.0348,0.0196,0.0156,0.0211,0.0488,0.1383,0.0719,0.2907,0.0168,0.0376,0.0138,0.0514,0.0229,Yu Hsiang Garden,7630 Germantown Ave,"Chinese, Restaurants",3.5,64,1,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,15:0-22:0,Spicy & Asian Flavors,0.2907,6,0.6951,0.0291,0.2239,0.217,0.0238,0.0749
TRwPE6wsoAL6_fRaFdB4FA,0.0218,0.0274,0.0209,0.0151,0.0196,0.0217,0.0216,0.064,0.0162,0.0176,0.0186,0.1086,0.0367,0.0294,0.0241,0.0169,0.0486,0.1478,0.0535,0.272,0.0152,0.0299,0.0198,0.0555,0.0191,Karma Restaurant & Bar,114 Chestnut St,"Restaurants, Indian",4.0,453,1,,16:30-22:0,16:30-22:0,16:30-22:0,16:30-23:0,16:30-23:0,16:30-22:0,Spicy & Asian Flavors,0.272,6,0.777,0.0265,0.2192,0.222,0.0234,0.0817
q4AxwoWQs6rk2nkWJuYZIA,0.0212,0.0389,0.0265,0.0169,0.0186,0.0287,0.027,0.0828,0.0329,0.0183,0.0162,0.0968,0.0264,0.0241,0.018,0.0216,0.0469,0.145,0.0605,0.266,0.0334,0.0157,0.0264,0.043,0.021,Triangle Tavern,1338 S 10th St,"American (Traditional), Restaurants, Nightlife, Bars, Pubs, Gastropubs",4.0,216,1,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,Small Plates & Cocktails,0.266,5,0.7725,0.0254,0.2224,0.2198,0.0285,0.0788
HngRiL6Z3DFTDnNsXZ0TQw,0.0226,0.0449,0.0202,0.0196,0.023,0.0248,0.0345,0.0596,0.0282,0.0208,0.0249,0.1224,0.0473,0.0224,0.0202,0.0293,0.0463,0.1252,0.0325,0.2702,0.0254,0.0166,0.0269,0.0485,0.0203,Stateside,1536 E Passyunk Ave,"Nightlife, Tapas/Small Plates, American (New), Bars, Restaurants",3.5,358,1,,,17:0-22:0,17:0-22:0,17:0-0:0,17:0-0:0,17:0-22:0,Fine Dining & Tasting Menu,0.2702,4,0.7156,0.0383,0.215,0.2196,0.0335,0.0727
y4VFp6qk_EFgNy9yKFlj3Q,0.0183,0.0251,0.0304,0.0181,0.0147,0.0357,0.0236,0.084,0.0147,0.0192,0.0167,0.0822,0.0289,0.027,0.022,0.0216,0.0484,0.1437,0.0589,0.2851,0.0176,0.0202,0.0261,0.0501,0.0171,Moustaki Authentic Gyros,161 N 21st St,"Pizza, Mediterranean, Sandwiches, Breakfast & Brunch, Restaurants, Greek",4.0,147,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,Chef Specials & Platters,0.2851,6,0.6744,0.0252,0.2231,0.2238,0.0222,0.0803
B_8-5zxTrGBVX4HZBdhWvA,0.0276,0.0259,0.0766,0.0261,0.0269,0.038,0.0255,0.1165,0.0204,0.0231,0.0332,0.0624,0.0334,0.0305,0.023,0.0284,0.0434,0.1194,0.0475,0.2231,0.0204,0.0234,0.0347,0.0524,0.0229,Foolish Waffles,"","Food Trucks, Food",4.5,66,1,,,,,,,,Brunch & Breakfast,0.2231,6,0.8048,0.0294,0.2218,0.2393,0.0264,0.0739
2HNHszEsUqhTC9mC1midVg,0.0273,0.0265,0.0,0.0432,0.0227,0.027,0.0284,0.041,0.0346,0.0473,0.0141,0.0615,0.0199,0.0191,0.061,0.0274,0.0504,0.125,0.0413,0.286,0.0274,0.0146,0.0293,0.0621,0.0255,ACME Markets,180 W Girard Ave,"Department Stores, Drugstores, Fashion, Shopping, Food, Grocery",2.5,69,1,0:0-0:0,6:0-0:0,6:0-0:0,7:0-16:0,7:0-20:0,8:0-20:0,7:0-18:0,Markets & Grocery Shopping,0.286,6,0.0915,0.0248,0.2285,0.2184,0.0274,0.0774
R17gwW6zn9ilslbdvKdgsg,0.0197,0.0435,0.0209,0.0161,0.0167,0.0228,0.0258,0.0678,0.0178,0.0173,0.0293,0.127,0.0493,0.0209,0.0222,0.0193,0.0535,0.1353,0.0383,0.2413,0.0406,0.0273,0.0232,0.0444,0.0227,Alma de Cuba,1623 Walnut St,"Latin American, Nightlife, Cocktail Bars, Caribbean, Cuban, Restaurants, Bars",4.0,1321,1,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,16:0-22:0,Small Plates & Cocktails,0.2413,5,0.8575,0.0336,0.2156,0.2183,0.029,0.0744
UaDnEIiRNCyLvrQWE4g0sg,0.0185,0.0274,0.0332,0.0242,0.0193,0.0308,0.0282,0.1265,0.02,0.0185,0.0161,0.1009,0.0305,0.024,0.0173,0.0238,0.0429,0.1451,0.044,0.2589,0.0259,0.0154,0.026,0.049,0.0179,Square Pie,801 E Passyunk Ave,"Italian, Pizza, Restaurants",4.5,145,1,,16:0-19:30,16:0-19:30,16:0-19:30,16:0-20:30,16:0-20:30,,Comfort Food & Sandwiches,0.2589,4,0.7573,0.028,0.2216,0.2238,0.0246,0.0805
7NwFNLC0SwX1SwQYlfF5yw,0.0222,0.0274,0.07,0.0336,0.0348,0.0288,0.0244,0.0619,0.0185,0.019,0.0218,0.0893,0.0252,0.0232,0.0173,0.0239,0.0437,0.1478,0.0503,0.2591,0.0217,0.0158,0.0271,0.0462,0.0246,Luna Café,317 Market St,"American (Traditional), Restaurants, Sandwiches, Caterers, Breakfast & Brunch, Coffee & Tea, Cafes, Event Planning & Services, Burgers, American (New), Vegetarian, Food",4.0,444,1,,,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,Brunch & Breakfast,0.2591,6,0.6784,0.0246,0.2274,0.2348,0.0245,0.0811
AR5KMwr7SsXPyhBfF1QkdQ,0.0266,0.0296,0.0283,0.05,0.0324,0.0226,0.0291,0.0475,0.0261,0.0314,0.0834,0.0746,0.0218,0.0307,0.0341,0.0244,0.0444,0.1473,0.0445,0.2571,0.0135,0.0188,0.0273,0.0457,0.0278,Lore's Chocolates,34 S 7th St,"Chocolatiers & Shops, Desserts, Food, Specialty Food, Candy Stores",4.5,98,1,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,11:0-17:0,,Desserts & Bakery,0.2571,4,0.7788,0.025,0.233,0.2213,0.0284,0.0808
GWqPmrWu0kXB_-gB1H-j6A,0.0214,0.0227,0.0252,0.0166,0.0231,0.0243,0.0232,0.1486,0.0163,0.0218,0.0336,0.0649,0.0287,0.0259,0.0178,0.0227,0.0478,0.1409,0.0456,0.2639,0.0187,0.0266,0.0265,0.0432,0.0191,Love & Honey Fried Chicken,1100 N Front St,"Restaurants, Chicken Shop, Chicken Wings, Sandwiches, Comfort Food, American (Traditional), Soul Food",4.5,409,1,0:0-0:0,,11:0-21:0,11:0-21:0,11:0-16:0,11:0-21:0,11:0-15:0,Comfort Food & Sandwiches,0.2639,4,0.8554,0.0253,0.2177,0.2204,0.0224,0.0773
FqOCC8Y9xryaX7sIBJcrxA,0.0202,0.026,0.0208,0.0143,0.021,0.0243,0.0262,0.0523,0.0156,0.0196,0.014,0.0939,0.0261,0.0217,0.0165,0.0229,0.059,0.1258,0.1043,0.2691,0.0133,0.0239,0.0284,0.0729,0.0184,Vic Sushi Bar,2035 Sansom St,"Japanese, Sushi Bars, Restaurants",4.0,884,1,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,12:0-22:0,,Quick & Fresh Lunch,0.2691,7,0.797,0.0253,0.2344,0.2274,0.024,0.0807
_t9DLXruGEQMXKRuPRLehA,0.0227,0.1037,0.0191,0.0202,0.026,0.0186,0.0245,0.0325,0.0257,0.0263,0.0172,0.078,0.0198,0.0199,0.0288,0.0529,0.0436,0.1139,0.0353,0.2996,0.0154,0.0155,0.0249,0.0544,0.0401,The Mann Center,5201 Parkside Ave,"Performing Arts, Dance Clubs, Nightlife, Music Venues, Arts & Entertainment",4.0,160,1,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,,Bar Vibes & Live Music,0.2996,6,0.6272,0.0297,0.2162,0.2277,0.0476,0.0694
9U454aiscZzLytBdFXLMBg,0.0193,0.0226,0.0447,0.016,0.0218,0.0357,0.0139,0.0898,0.0208,0.0282,0.0163,0.074,0.0253,0.0189,0.0161,0.0157,0.0452,0.1203,0.0567,0.326,0.0179,0.0135,0.0314,0.0583,0.0216,Fiesta Pizza II,600 E Jamestown St,"Pizza, Italian, Restaurants, Sandwiches",3.0,87,1,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-0:0,Brunch & Breakfast,0.326,6,0.5409,0.0189,0.2212,0.2313,0.0184,0.075
jM9eNs-zXQ9iPpKskv2kgA,0.0291,0.0237,0.0213,0.0168,0.0217,0.042,0.0261,0.1073,0.0142,0.0232,0.0178,0.0785,0.0248,0.0353,0.015,0.0214,0.0466,0.1207,0.0537,0.3148,0.0259,0.0137,0.0266,0.0502,0.0265,Santucci's Original Square Pizza,6164 Ridge Ave,"Pizza, Restaurants",3.5,80,1,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,Chef Specials & Platters,0.3148,6,0.4863,0.0244,0.2187,0.2205,0.0264,0.0713
IcLm9Z1zphLnzUvrFK6aiA,0.0199,0.0245,0.0205,0.0178,0.0183,0.0258,0.0266,0.0593,0.0157,0.0193,0.018,0.0999,0.038,0.0261,0.0174,0.0194,0.0557,0.1253,0.0601,0.2903,0.0145,0.0436,0.0234,0.0602,0.0181,Erawan Thai Cuisine,123 S 23rd St,"Thai, Restaurants",3.5,411,1,,,16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30,16:0-20:30,Spicy & Asian Flavors,0.2903,7,0.6607,0.0294,0.223,0.2228,0.0236,0.0752
JVDHxMnKjif8XdXVFWiClg,0.022,0.0266,0.028,0.0145,0.0201,0.0447,0.0235,0.0855,0.0172,0.0179,0.0212,0.0797,0.0327,0.0288,0.0188,0.0227,0.0464,0.1423,0.0645,0.2605,0.019,0.0214,0.0248,0.0503,0.0191,Dizengoff,1625 Sansom St,"Beer, Wine & Spirits, Middle Eastern, Restaurants, Food",4.5,725,1,0:0-0:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,Chef Specials & Platters,0.2605,6,0.7411,0.027,0.2222,0.2233,0.0239,0.0794
jOgXXZdODiH-drcJYZkDnA,0.0206,0.0262,0.027,0.016,0.0225,0.0258,0.0219,0.078,0.016,0.0179,0.0266,0.1388,0.0649,0.0206,0.0143,0.0193,0.0421,0.1317,0.0387,0.2622,0.0263,0.0135,0.0236,0.0481,0.0176,Trattoria Moma,7131 Germantown Ave,"Restaurants, Italian",4.5,136,1,,,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,Fine Dining & Tasting Menu,0.2622,5,0.7013,0.0385,0.2155,0.222,0.0227,0.0742
eY8exh1aLVVhW6z_M0u_Eg,0.02,0.0267,0.0202,0.024,0.0235,0.0229,0.025,0.0579,0.0138,0.0275,0.0149,0.0858,0.0263,0.0278,0.0168,0.0186,0.0548,0.1265,0.0647,0.3155,0.0145,0.0312,0.0195,0.0552,0.0195,Pho Ha Saigon,575 Adams Ave,"Vietnamese, Restaurants",3.5,259,1,9:30-18:0,9:30-18:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,Spicy & Asian Flavors,0.3155,7,0.4888,0.0239,0.2274,0.2213,0.0238,0.073
zSlWMn4h_7tKP7ErrCD_6A,0.0207,0.0264,0.0293,0.0112,0.0367,0.0254,0.0292,0.0599,0.0114,0.0223,0.0138,0.0655,0.0242,0.0345,0.0139,0.015,0.0518,0.1118,0.0584,0.3533,0.0153,0.0485,0.0225,0.0613,0.0289,China House,6001 Ridge Ave,"Chinese, Restaurants",3.0,67,1,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,11:0-23:0,12:0-22:0,Spicy & Asian Flavors,0.3533,7,0.4028,0.0236,0.219,0.2243,0.0254,0.0699
12rhY0NEtsiy_9S0oug2mA,0.0263,0.0265,0.0464,0.0159,0.0358,0.0441,0.02,0.1053,0.0177,0.019,0.014,0.0669,0.0225,0.0215,0.0171,0.0156,0.0525,0.1543,0.0441,0.2804,0.013,0.0123,0.0214,0.0577,0.018,Alex's Pizzeria,400 Leverington Ave,"Restaurants, Pizza",3.5,57,1,,15:0-23:0,15:0-23:0,15:0-23:0,12:0-0:30,12:0-0:30,15:0-23:0,Chef Specials & Platters,0.2804,6,0.4926,0.0199,0.2159,0.2304,0.0242,0.0854
IZl9xDTwW462FKkwEg7EDQ,0.0251,0.0323,0.0695,0.0254,0.0241,0.0233,0.0268,0.0619,0.0154,0.0166,0.0203,0.1156,0.0359,0.0249,0.0226,0.0177,0.0552,0.1196,0.042,0.2807,0.0228,0.0171,0.0251,0.0462,0.0277,CO-OP Restaurant & Lounge,20 S 33rd St,"Restaurants, American (New), Bars, Breakfast & Brunch, Coffee & Tea, Food, Cocktail Bars, Nightlife",3.5,128,1,0:0-0:0,7:0-14:0,7:0-22:0,7:0-22:0,7:0-22:0,16:0-22:0,7:0-14:0,Brunch & Breakfast,0.2807,6,0.6585,0.0282,0.2203,0.2329,0.0279,0.0692
uIlFxzyoJy7ud9j12aK7MA,0.0206,0.0252,0.0135,0.0206,0.0225,0.0249,0.0255,0.0695,0.0161,0.019,0.0185,0.0863,0.0381,0.0269,0.0175,0.017,0.0573,0.1463,0.054,0.2554,0.0164,0.057,0.0174,0.0536,0.0221,DJ Kitchen,4040 City Ave,"Restaurants, Chinese, Noodles, Dim Sum, Bubble Tea, Food, Szechuan",4.5,117,1,11:30-22:0,11:30-22:0,11:30-22:0,12:45-23:0,11:30-22:0,11:30-22:0,12:0-22:0,Spicy & Asian Flavors,0.2554,8,0.7418,0.0284,0.2224,0.2184,0.0237,0.0798
hrJYdX8ArjX7CwekX66e9A,0.0203,0.0237,0.0207,0.0197,0.0274,0.0311,0.0314,0.1233,0.0179,0.0203,0.0179,0.0699,0.0242,0.0192,0.016,0.0182,0.0596,0.1288,0.0531,0.2883,0.0176,0.0137,0.0194,0.0516,0.0207,Salvito's Pizza Palace,9045 Ashton Rd,"Steakhouses, Restaurants, Pizza, Sandwiches",3.5,54,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0,Comfort Food & Sandwiches,0.2883,7,0.5318,0.0252,0.2217,0.219,0.0252,0.0728
4wq9bzoCe3Mh0cPbYH1eDg,0.0191,0.0311,0.0215,0.0168,0.0239,0.0235,0.0232,0.098,0.0195,0.0249,0.0146,0.0669,0.0223,0.023,0.0219,0.02,0.0417,0.1547,0.0401,0.3078,0.0129,0.0147,0.0206,0.0592,0.02,Max's Steaks,3653 Germantown Ave,"Steakhouses, Bars, Nightlife, Sandwiches, Restaurants, Cheesesteaks",4.0,679,1,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0,Comfort Food & Sandwiches,0.3078,5,0.6256,0.022,0.2166,0.2236,0.0241,0.0858
4UVsJ0CX20rmeC6CfC0reA,0.0226,0.0365,0.0224,0.0214,0.0213,0.0268,0.0288,0.0494,0.0197,0.0439,0.0139,0.0701,0.0223,0.0185,0.0244,0.0222,0.0439,0.1232,0.0512,0.3506,0.0208,0.0151,0.0218,0.0455,0.0294,Wendy's,1515 Chestnut Street,"Fast Food, Food, Restaurants, Pretzels, Burgers",2.0,54,1,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,Customer Service Quality,0.3506,4,-0.2349,0.0246,0.2215,0.219,0.0289,0.0695
laXWQMgAW2kUfAH7Y-xH8w,0.0241,0.0243,0.0266,0.0248,0.0267,0.0292,0.0261,0.1194,0.0167,0.0339,0.0337,0.066,0.0235,0.026,0.0228,0.0206,0.0387,0.1493,0.0524,0.2756,0.0212,0.0146,0.0259,0.0464,0.0136,Sarcone’s Bakery,758 S 9th St,"Bakeries, Food, Restaurants",4.5,120,1,,7:30-15:30,7:30-15:0,7:30-15:30,7:30-16:0,7:30-15:0,7:30-13:0,Comfort Food & Sandwiches,0.2756,5,0.732,0.0237,0.2233,0.2208,0.0249,0.0814
gh81r-SZodvcty5QDaLyhg,0.0239,0.0257,0.0223,0.016,0.0187,0.0311,0.0384,0.06,0.0145,0.0249,0.0141,0.0729,0.0256,0.0279,0.0139,0.0163,0.0501,0.1197,0.0507,0.3472,0.0127,0.0358,0.0274,0.0499,0.0187,Curry Bird,4604 Woodland Ave,"Chinese, Restaurants, Thai",3.0,81,1,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,Spicy & Asian Flavors,0.3472,6,0.2925,0.0278,0.2184,0.2172,0.0295,0.0711
mqJ5wiIbrOfEpbahzTIl5w,0.0224,0.0399,0.0228,0.0158,0.022,0.0281,0.0277,0.0722,0.0178,0.0311,0.0149,0.0701,0.0301,0.0237,0.024,0.0263,0.0598,0.1067,0.0488,0.2819,0.0266,0.0598,0.0299,0.0687,0.0208,Solo Skewer Bar,50 N 10th St,"Chinese, Restaurants",3.0,100,1,,,,,,,,Spicy & Asian Flavors,0.2819,7,0.5074,0.0283,0.2181,0.2272,0.0295,0.0723
3ccAyGhQyN7XOcMNWvytYw,0.022,0.0402,0.0367,0.0148,0.0188,0.0328,0.0255,0.0811,0.0364,0.0161,0.0141,0.0855,0.024,0.0252,0.017,0.016,0.044,0.1774,0.0528,0.2473,0.0174,0.0148,0.0249,0.0535,0.0197,Henry James Saloon,577 Jamestown Ave,"Nightlife, Sandwiches, Pizza, Restaurants, Bars, Pubs",4.5,78,1,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0,Craft Beer & Sports Bars,0.2473,6,0.804,0.0225,0.2188,0.2252,0.0287,0.0945
_gaOrkYtODrxY0JlWFe-sQ,0.0225,0.0351,0.0373,0.072,0.0229,0.0245,0.02,0.0511,0.0234,0.0262,0.0335,0.0728,0.0229,0.0211,0.0206,0.025,0.0399,0.1615,0.0434,0.2529,0.0163,0.0162,0.0218,0.0556,0.0228,High Point Cafe,602 Carpenter Ln,"Food, Cafes, Creperies, Desserts, Bakeries, Coffee & Tea, Restaurants, Gluten-Free, Breakfast & Brunch",4.0,117,1,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,"Cafe, Coffee & Reading Terminal",0.2529,6,0.7625,0.0224,0.2445,0.2289,0.0254,0.0878
JtAyaKWwnax-Ag20WXW10Q,0.0221,0.0234,0.0412,0.0189,0.0224,0.0279,0.0287,0.0626,0.018,0.0371,0.0136,0.0729,0.0224,0.0314,0.0163,0.0181,0.0468,0.1425,0.0552,0.3006,0.0333,0.0154,0.0245,0.0627,0.0189,Mt. Airy Deli,7200 Devon St,"Cheesesteaks, Breakfast & Brunch, Restaurants, Delis",4.0,125,1,0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,,Small Plates & Cocktails,0.3006,6,0.6032,0.0235,0.2216,0.2291,0.0248,0.0832
TpLyNlRVcXREIw-94yOIaw,0.0141,0.0246,0.0304,0.0164,0.0209,0.0554,0.0201,0.0854,0.0159,0.0205,0.0163,0.074,0.0286,0.0549,0.0169,0.0214,0.0451,0.1481,0.0693,0.2658,0.0152,0.0234,0.023,0.0538,0.0191,Falafel Time,2214 South St,"Restaurants, Mediterranean, Middle Eastern, Halal",4.5,83,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-18:0,Food Trucks & Trendy Spots,0.2658,8,0.7113,0.0238,0.2262,0.2255,0.0194,0.0823
oGMwCmV1EQZgCdylAbK9ow,0.0249,0.0355,0.0619,0.0198,0.0229,0.0225,0.0264,0.0864,0.0221,0.0187,0.0318,0.1153,0.0361,0.0199,0.0173,0.0189,0.0453,0.1439,0.0396,0.2457,0.0234,0.026,0.0235,0.0446,0.0202,Rex at the Royal,1524 S St,"Southern, Restaurants, Seafood, Salad, American (New)",4.5,471,1,11:0-15:30,17:0-23:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0,Brunch & Breakfast,0.2457,5,0.8696,0.0284,0.2168,0.2304,0.0286,0.078
NsAiuECBpHID6rZuGCz26w,0.0232,0.0577,0.0275,0.0151,0.021,0.0255,0.0244,0.0582,0.0598,0.0224,0.0148,0.1081,0.0207,0.0305,0.0151,0.0213,0.0494,0.1226,0.0459,0.2727,0.0288,0.0134,0.0286,0.0464,0.026,Founding Fathers Sports Bar & Grill,1612 South St,"Restaurants, Sports Bars, Bars, Nightlife, American (New)",3.5,173,1,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,12:0-2:0,12:0-2:0,Craft Beer & Sports Bars,0.2727,6,0.6606,0.0221,0.2167,0.2216,0.034,0.0715
C6cOQD3ELF38AeYgtfw0Dw,0.0269,0.0268,0.0243,0.0273,0.0227,0.0253,0.0303,0.088,0.0202,0.0264,0.0319,0.078,0.0326,0.0274,0.0169,0.0212,0.0506,0.1536,0.0459,0.2518,0.021,0.029,0.0118,0.0446,0.0133,Nile Cafe,6008 Germantown Ave,"Vegetarian, Soul Food, Vegan, Restaurants",4.5,83,1,,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,13:0-18:0,Desserts & Bakery,0.2518,5,0.7305,0.0289,0.222,0.2188,0.0281,0.0784
jQnhYqA4jykPPdkyOFM4Lg,0.0291,0.0306,0.0163,0.0122,0.0209,0.0226,0.0338,0.0778,0.017,0.0246,0.0129,0.0737,0.0228,0.025,0.0153,0.0199,0.0476,0.1313,0.0501,0.3127,0.0172,0.0168,0.0212,0.0509,0.0246,City View Pizza and Grill,3619 North Broad St,"Restaurants, Pizza, Sandwiches, Burgers",3.5,66,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-22:0,Cocktail Bars & Speakeasy,0.3127,6,0.4429,0.0259,0.2153,0.2174,0.0312,0.0741
lwN9FutfBq81GnGWhj5Mng,0.0202,0.021,0.02,0.0213,0.0264,0.0271,0.0191,0.0909,0.015,0.019,0.0174,0.1125,0.0435,0.0372,0.0196,0.0189,0.0509,0.171,0.0444,0.2403,0.0191,0.0426,0.0236,0.0449,0.0189,Balkan Express Restaurant,2237 Grays Ferry Ave,"Hungarian, Mediterranean, Restaurants",4.5,74,1,,,,17:0-22:0,17:0-22:0,17:0-22:0,,Spicy & Asian Flavors,0.2403,5,0.9378,0.0288,0.2199,0.2194,0.0201,0.089
GfIk-0bOXYDR8yXZkDCM0Q,0.0166,0.0697,0.032,0.0145,0.0207,0.0163,0.0183,0.0684,0.0502,0.0175,0.0183,0.0808,0.023,0.02,0.0147,0.0305,0.0412,0.1632,0.0459,0.2456,0.0135,0.0144,0.0229,0.046,0.018,Green Rock Tavern,2546 E Lehigh Ave,"Bars, American (Traditional), Pubs, Restaurants, Nightlife",4.5,109,1,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,Craft Beer & Sports Bars,0.2456,6,0.8823,0.0232,0.2177,0.2258,0.0331,0.086
5Md0YaxD5HiOoBmsnmIu7A,0.0213,0.0289,0.0281,0.0231,0.0311,0.0211,0.0316,0.0864,0.0162,0.0317,0.0155,0.0718,0.0199,0.0252,0.0221,0.0138,0.0481,0.118,0.0522,0.3465,0.0217,0.0162,0.024,0.0544,0.0201,Brandywine Pizza,532 N 15th St,"Restaurants, Cheesesteaks, Italian, Pizza, Sandwiches, Salad",2.5,111,1,19:0-2:30,19:0-2:30,19:0-2:30,19:0-2:30,19:0-3:30,19:0-4:0,,Customer Service Quality,0.3465,6,0.3384,0.0225,0.223,0.2212,0.0272,0.0707
GSRBHi_05ZhYp3EROKL_rQ,0.0187,0.0209,0.0378,0.0164,0.023,0.0294,0.0206,0.139,0.016,0.0281,0.0376,0.0556,0.0294,0.0266,0.0222,0.0186,0.0508,0.0992,0.0529,0.3316,0.0214,0.0249,0.0166,0.0405,0.0259,Haverford Grill & Soul,6548 Haverford Ave,"Barbeque, Soul Food, Restaurants",3.0,67,1,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-20:0,Comfort Food & Sandwiches,0.3316,6,0.425,0.0236,0.2203,0.2231,0.02,0.0568
dwkI0-b5PM2-yn-v7j2Agg,0.0226,0.0388,0.0306,0.0532,0.0221,0.0314,0.0179,0.0576,0.0154,0.0245,0.0517,0.085,0.032,0.0281,0.0209,0.0207,0.0593,0.1323,0.0457,0.2296,0.012,0.0218,0.0285,0.0586,0.0276,T cafe,108 Chestnut St,"Bakeries, Desserts, Bubble Tea, Coffee & Tea, Restaurants, Breakfast & Brunch, Food",4.5,59,1,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-18:0,"Cafe, Coffee & Reading Terminal",0.2296,8,0.8109,0.0242,0.2358,0.2273,0.0258,0.0791
